RaceDate,RaceNumber,Class,Track,Distance,Placing,Top3,Top4,Barrier,HorseName,H_Weight,H_Rating,Jockey,Trainer,FinishTime,FinishTimeInMS,Owner,H_Age,OverallRanking,PunterWay,ShinMin,NewPaper,TurfGuide,StraitsTimes,WanBao
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,1,1,1,B9,ELITE BEAST,W506,R47,M LERNER,J TAN,01:13.3,73340,UNKNOWN,1Y,1,2,1,1,2,99,99
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,2,1,2,B8,THE NEXT WAVE,W556,R44,APP K HAKIM,M WALKER,01:13.4,73400,V. V. ABDULLAH S/O ABOO BAKKER,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,3,1,3,B6,SILVER WAY,W491,R48,APP N ZYRUL,J ONG,01:13.4,73410,UNKNOWN,1Y,99,99,99,99,3,99,99
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,4,0,4,B10,HOUSEHOLD DYNASTY,W478,R46,R MAIA,CT KUAH,01:13.6,73580,RAYNOLD SIM ANG HIN,5Y,4,99,2,3,4,99,99
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,5,0,99,B1,PIONEER SEVEN,W530,R48,APP R ISKANDAR,ZL MOK,01:13.6,73600,UNKNOWN,1Y,99,3,4,4,99,99,4
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,6,0,99,B3,HEARTLIGHT,W505,R48,S NOH,L KHOO,01:14.0,74010,UNKNOWN,1Y,2,1,99,2,99,99,2
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,7,0,99,B2,SUPER BB,W526,R48,APP WH KOK,J LIM,01:14.1,74090,GOOD BB STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,8,0,99,B7,LIM'S RHYTHM,W494,R42,APP CK NG,M WALKER,01:14.2,74190,DAVID KOK TEIK WAI,7Y,99,99,99,99,99,99,99
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,9,0,99,B5,HELUSHKA,W468,R42,R WOODWORTH,HW TAN,01:14.3,74260,IB RACING STABLE,6Y,99,4,3,99,99,99,3
2/1/2020 0:00,1,CLASS 5,POLYTRACK,1200M,10,0,99,B4,WINNING HAMMER,W480,R44,A COLLETT,HW TAN,01:14.7,74720,INDIA HORSE CLUB STABLE,6Y,3,99,99,99,1,99,1
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,1,1,1,B10,SHANTI,W506,R20,A COLLETT,M CLEMENTS,01:10.0,69990,UNKNOWN,1Y,2,3,2,2,99,99,3
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,2,1,2,B14,WAR PRIDE,W484,R20,APP N ZYRUL,J ONG,01:10.0,70010,WARPLAN RACING STABLE,5Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,3,1,3,B5,IN ALL HIS GLORY,W533,R20,M RODD,C BROWN,01:10.3,70330,BULLDOGS RACING STABLE,5Y,1,1,1,1,2,99,1
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,4,0,4,B13,KING'S COMMAND,W486,R20,R MAIA,S BAERTSCHIGER,01:10.3,70340,MA RACING & HI VIS STABLE,5Y,4,2,4,99,99,99,2
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,5,0,99,B7,LIM'S SPIN,W486,R20,V DURIC,S GRAY,01:10.4,70360,LIM'S STABLE,5Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,6,0,99,B11,STORMY VIEW,W463,R50,R MUNGER,R LE GRANGE,01:10.4,70430,UNKNOWN,1Y,99,99,99,4,4,99,4
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,7,0,99,B12,SKY EYE,W553,R20,S JOHN,L DRAGON,01:10.5,70520,GAN GIM CHUAN,5Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,8,0,99,B2,SMOKE AND MIRRORS,W455,R49,P MOLONEY,DL FREEDMAN,01:10.6,70580,WARPLAN RACING STABLE,5Y,3,99,3,3,1,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,9,0,99,B4,DESTINY CHILD,W494,R55,APP WH KOK,S BAERTSCHIGER,01:10.6,70620,AD STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,10,0,99,B3,ROCKET PEGASUS,W536,R20,D MOOR,C BROWN,01:10.7,70730,SARKAR GOLDEN STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,11,0,99,B1,DRAGON RYKER,W487,R55,JP VAN DER MERWE,C BROWN,01:10.8,70800,TEAM CHEVAL STABLE,5Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,12,0,99,B6,TWELFTH NIGHT,W450,R20,M LERNER,H TAKAOKA,01:10.8,70810,BIG VALLEY NO 5 STABLE,5Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,13,0,99,B8,BOOM ALMIGHTY,W427,R44,CS CHIN,J TAN,01:10.8,70820,RICHARD VICTOR LINES,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,2,MAIDEN,TURF TRACK,1200M,14,0,99,B9,ANYWAY,W506,R20,APP S SHAFRIZAL,S BAERTSCHIGER,01:11.9,71890,UNCLE HO STABLE,5Y,99,99,99,99,99,99,99
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,1,1,1,B9,BLUE CHIP,W465,R41,V DURIC,S GRAY,01:49.4,109420,TURF BLOODSTOCK SABAH STABLE,7Y,3,1,99,4,99,99,3
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,2,1,2,B3,TOPMOST,W568,R48,M RODD,C BROWN,01:49.6,109580,AD STABLE,1Y,4,2,99,2,4,99,99
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,3,1,3,B2,CROWN DELIGHT,W504,R27,I SAIFUDIN,KY YOUNG,01:49.8,109840,TAN SOON MONG,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,4,0,4,B8,TIGRESS,W489,R43,APP WH KOK,DL FREEDMAN,01:50.4,110420,KING POWER STABLE,1Y,2,99,1,3,1,99,4
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,5,0,99,B7,FIVE HUNDRED,W460,R44,A COLLETT,D LOGAN,01:50.4,110440,GOOD TEAM STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,6,0,99,B6,WHIZZY WALTZZY,W470,R45,APP S SHAFRIZAL,J TAN,01:50.5,110540,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,7,0,99,B4,VICTORY JOY,W437,R38,D MOOR,L KHOO,01:50.7,110710,VICTORY JOY STABLE,1Y,99,99,99,99,3,99,99
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,8,0,99,B5,OCEAN ELEVEN,W476,R32,JP VAN DER MERWE,KS TAN,01:50.7,110710,LIM WOEI CHET,1Y,99,99,3,99,99,99,99
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,9,0,99,B10,HERO IN THE WIND,W507,R43,M LERNER,H TAKAOKA,01:51.2,111160,GALAHAD RACING STABLE,8Y,1,99,2,1,2,99,2
2/1/2020 0:00,3,CLASS 5,TURF TRACK,1800M,10,0,99,B1,ACE HARBOUR,W428,R43,R MUNGER,R LE GRANGE,01:51.3,111250,UNKNOWN,1Y,99,3,4,99,99,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,1,1,1,B3,PLUCKY LAD,W478,R41,M RODD,J LIM,01:14.2,74220,UNKNOWN,1Y,1,1,1,1,99,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,2,1,2,B9,WITHOUT PREJUDICE,W570,R29,APP R ISKANDAR,ZL MOK,01:14.5,74500,UNKNOWN,1Y,99,99,99,4,3,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,3,1,3,B5,LUCKY RED,W468,R25,JP VAN DER MERWE,CT KUAH,01:14.5,74530,WONG CHI TAT,1Y,99,4,3,99,99,99,3
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,4,0,4,B6,NAJAH,W543,R26,R MUNGER,ZL MOK,01:14.7,74690,UNKNOWN,8Y,99,99,4,99,99,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,5,0,99,B10,WINS,W512,R36,M LERNER,L KHOO,01:14.8,74790,BREW MASTER STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,6,0,99,B11,MAXIMILIAN,W506,R38,I AZHAR,M WALKER,01:14.8,74830,SAI FONG WAH,6Y,2,3,2,2,2,99,2
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,7,0,99,B2,PISTACHIO,W477,R36,P MOLONEY,HW TAN,01:14.8,74850,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,8,0,99,B1,M ELEVEN,W461,R42,APP WH KOK,KS TAN,01:15.1,75130,LIM WOEI CHET,1Y,3,2,99,3,4,99,1
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,9,0,99,B7,EXCELLENT MOON,W432,R22,TH KOH,H TAKAOKA,01:15.1,75150,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,10,0,99,B8,YULONG DREAM,W450,R33,D MOOR,J LIM,01:15.6,75600,OOI ENG KEAT,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,4,CLASS 5,POLYTRACK,1200M,11,0,99,B4,MY MIRACLE,W481,R24,A COLLETT,HW TAN,01:16.9,76950,UNKNOWN,1Y,4,99,99,99,1,99,4
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,1,1,1,B5,SURGE,W547,R66,J POWELL,L DRAGON,01:05.6,65600,MMW STABLE,6Y,2,3,2,2,1,99,99
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,2,1,2,B4,CALIFORNIA,W445,R53,R MUNGER,R LE GRANGE,01:05.6,65600,UNKNOWN,1Y,3,2,3,3,3,99,99
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,3,1,3,B7,SACRED GIFT,W525,R67,R WOODWORTH,M WALKER,01:05.9,65880,RAFFLES RACING STABLE,6Y,1,1,1,1,2,99,1
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,4,0,4,B6,WINNING LEGEND,W545,R51,APP R ISKANDAR,ZL MOK,01:06.3,66340,AJ'S STABLE,6Y,4,4,4,99,4,99,3
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,5,0,99,B11,LINCOLN MOONLIGHT,W489,R58,APP WH KOK,S BAERTSCHIGER,01:06.4,66410,TEAM WORK STABLE,1Y,99,99,99,99,99,99,4
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,6,0,99,B9,DRONE,W489,R54,A COLLETT,M CLEMENTS,01:06.5,66490,FALCON RACING NO 7 STABLE,1Y,99,99,99,4,99,99,2
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,7,0,99,B10,TAX FREE,W481,R55,I SAIFUDIN,J O'HARA,01:06.7,66690,YEO BOON HUAT,6Y,99,99,99,99,99,99,99
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,8,0,99,B2,PERFECT,W495,R56,D MOOR,D MEAGHER,01:06.7,66710,BUFFALO STABLE,6Y,99,99,99,99,99,99,99
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,9,0,99,B3,ATLANTEAN,W451,R49,JP VAN DER MERWE,HW TAN,01:07.0,66980,HWA YI NO 3 STABLE,6Y,99,99,99,99,99,99,99
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,10,0,99,B8,LIM'S SHOT,W504,R49,CS CHIN,J TAN,01:07.2,67250,TAN ENG TEE JEROME,9Y,99,99,99,99,99,99,99
2/1/2020 0:00,5,CLASS 4,POLYTRACK,1100M,11,0,99,B1,MAGNUM BRILLIANCE,W508,R59,V DURIC,M WALKER,01:07.7,67740,ELITE PERFORMANCE STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,1,1,1,B7,MY HORSE,W513,R48,R MAIA,ZL MOK,01:00.9,60890,UNKNOWN,8Y,99,99,99,99,99,99,99
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,2,1,2,B3,TRY MAK MAK,W486,R47,APP CK NG,M WALKER,01:01.0,61020,MA YAW KIANG,5Y,2,3,2,2,99,99,1
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,3,1,3,B1,ASSASSIN,W468,R38,APP N ZYRUL,J ONG,01:01.1,61130,NINE ONE SIX STABLE,1Y,99,99,99,99,99,99,3
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,4,0,4,B4,BRING ME JOY,W478,R23,JP VAN DER MERWE,L KHOO,01:01.2,61180,UNKNOWN,1Y,3,4,1,99,2,99,4
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,5,0,99,B8,FIDDLESTICK,W535,R43,TH KOH,J O'HARA,01:01.3,61270,HWANG AIK NAM,7Y,4,1,4,3,99,99,99
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,6,0,99,B5,YOU ARE SPECIAL,W457,R40,R WOODWORTH,KY YOUNG,01:01.3,61270,HKH NO 2 STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,7,0,99,B10,MY WIN,W498,R35,A COLLETT,HW TAN,01:02.2,62230,UNKNOWN,1Y,99,99,99,99,4,99,99
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,8,0,99,B9,MATILDA,W432,R24,I SAIFUDIN,HW TAN,01:03.3,63320,TAN TIANG HUAT,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,9,0,99,B6,ULTIMATE KILLER,W530,R22,R MUNGER,CT KUAH,01:03.5,63460,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,6,CLASS 5,POLYTRACK,1000M,10,0,99,B2,GIFTED HEART,W438,R26,APP M NIZAR,CT KUAH,01:04.0,64040,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,1,1,1,B11,BLUESTONE,W498,R61,M RODD,C BROWN,01:10.0,69960,UNKNOWN,1Y,1,1,1,1,1,99,1
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,2,1,2,B3,ROMANTIC,W463,R57,R MAIA,J LIM,01:10.1,70140,LAW HUNG KAM,6Y,4,4,99,99,4,99,2
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,3,1,3,B6,BRIGHT ALMIGHTY,W548,R65,M LERNER,KY YOUNG,01:10.2,70190,UNKNOWN,1Y,3,2,4,4,99,99,4
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,4,0,4,B10,DOGE TO THE MOON,W489,R52,JP VAN DER MERWE,D KOH,01:10.5,70500,CHARLES LECK TIN HONG,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,5,0,99,B8,BRIGHT SUN,W499,R60,APP K HAKIM,M WALKER,01:10.5,70520,JASON LIM SIN YAN,6Y,99,99,99,99,3,99,3
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,6,0,99,B2,MERYL,W480,R56,A COLLETT,J PETERS,01:10.6,70620,HOLLY FARM RACING STABLE,5Y,99,99,3,2,99,99,99
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,7,0,99,B4,ACCELERANDO,W512,R48,APP N ZYRUL,D KOK,01:10.8,70840,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,8,0,99,B5,MIKCAIPHO,W479,R52,APP M NIZAR,CT KUAH,01:11.0,70950,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,9,0,99,B9,BIONICS,W481,R61,I AZHAR,M WALKER,01:11.2,71190,HKH NO 2 STABLE,6Y,99,99,99,99,99,99,99
2/1/2020 0:00,7,CLASS 4,TURF TRACK,1200M,10,0,99,B1,I AM THE STAR,W523,R58,P MOLONEY,S BAERTSCHIGER,01:14.7,74710,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,1,1,1,B1,SIAM WARRIOR,W527,R69,V DURIC,J PETERS,01:09.3,69330,JAMES FRANCIS PETERS,7Y,4,3,99,3,3,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,2,1,2,B8,GOLD STAR,W489,R67,P MOLONEY,C BROWN,01:09.6,69580,GOLD STABLE,6Y,2,2,3,1,4,99,1
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,3,1,3,B6,ELITE INCREDIBLE,W468,R72,M RODD,C BROWN,01:09.7,69650,ELITE PERFORMANCE STABLE,6Y,99,99,99,99,99,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,4,0,4,B3,FEDERATION,W557,R77,APP K HAKIM,M WALKER,01:09.7,69670,UNKNOWN,1Y,3,4,2,99,2,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,5,0,99,B11,LIM'S CRAFT,W487,R79,R WOODWORTH,S BURRIDGE,01:09.7,69680,LIM'S STABLE,6Y,1,1,1,2,1,99,2
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,6,0,99,B12,LIM'S KNIGHT,W477,R67,CS CHIN,D MEAGHER,01:10.3,70250,DANIEL FRANCIS MEAGHER,9Y,99,99,99,99,99,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,7,0,99,B9,FILIBUSTER,W573,R75,A COLLETT,C BROWN,01:10.3,70300,UNKNOWN,1Y,99,99,99,99,99,99,3
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,8,0,99,B5,LORD OF CLOUD,W495,R68,R MAIA,CT KUAH,01:10.3,70310,TAN AIK PHENG,7Y,99,99,99,99,99,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,9,0,99,B10,DUTROW,W493,R72,J POWELL,S BAERTSCHIGER,01:10.5,70540,AIG STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,10,0,99,B2,EFFORTLESS,W536,R68,D MOOR,S BAERTSCHIGER,01:10.6,70630,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,11,0,99,B4,ADIPSON,W483,R68,APP S SHAFRIZAL,S BURRIDGE,01:11.0,71010,J RACING BLOODSTOCK NO 2 STABLE,6Y,99,99,4,4,99,99,4
2/1/2020 0:00,8,CLASS 3,TURF TRACK,1200M,12,0,99,B7,DIAMONDS,W517,R70,M LERNER,D MEAGHER,01:11.2,71210,BUFFALO STABLE,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,1,1,1,B8,LEGEND ROCKS,W542,R55,R WOODWORTH,ZL MOK,01:41.2,101210,UNKNOWN,1Y,1,1,1,2,1,99,1
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,2,1,2,B3,BUSHIDO,W510,R58,P MOLONEY,M CLEMENTS,01:41.4,101370,CENTURY STABLE,1Y,99,99,99,99,99,99,2
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,3,1,3,B9,MIGHTY EMPEROR,W477,R62,R MUNGER,R LE GRANGE,01:41.4,101430,UNKNOWN,1Y,3,4,3,3,4,99,3
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,4,0,4,B11,ABSOLUTE MIRACLE,W516,R52,TH KOH,J ONG,01:41.6,101560,UNKNOWN,1Y,99,99,99,99,99,99,4
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,5,0,99,B6,SUPERNOVA,W494,R63,J POWELL,J ONG,01:41.8,101830,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,6,0,99,B4,GOLD REWARD,W571,R55,A COLLETT,C BROWN,01:41.9,101930,CHELSEA STABLE,8Y,99,99,99,99,99,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,7,0,99,B7,WONDERFUL PAINT,W462,R59,M LERNER,L KHOO,01:42.0,102030,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,8,0,99,B12,SUN GENERAL,W476,R53,JP VAN DER MERWE,DL FREEDMAN,01:42.1,102130,UNKNOWN,1Y,99,99,99,99,3,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,9,0,99,B10,GOLD FAITH,W462,R52,APP S SHAFRIZAL,S BURRIDGE,01:42.2,102160,UNKNOWN,1Y,4,3,4,4,99,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,10,0,99,B5,CIRCUIT STAR,W507,R55,R MAIA,DL FREEDMAN,01:42.2,102210,JAMES FRANCIS PETERS,5Y,2,2,2,1,2,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,11,0,99,B2,WONDER BB,W527,R55,S JOHN,J LIM,01:42.3,102280,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,9,CLASS 4,POLYTRACK,1600M,12,0,99,B1,CLASSIFIED,W547,R53,APP N ZYRUL,J ONG,01:42.4,102440,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,1,1,1,B4,STREET CRY SUCCESS,W544,R67,V DURIC,M WALKER,01:09.8,69800,FAIRDEAL & RONALD LAU STABLE,7Y,2,1,3,1,99,99,3
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,2,1,2,B1,CHOCANTE,W508,R63,P MOLONEY,S BAERTSCHIGER,01:09.9,69900,RICHARD VICTOR LINES,1Y,1,2,2,3,1,99,1
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,3,1,3,B9,TRAPIO,W463,R62,APP S SHAFRIZAL,M CLEMENTS,01:10.0,69950,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,4,0,4,B3,QUANTUM,W516,R63,M RODD,S BURRIDGE,01:10.0,69990,UNKNOWN,1Y,4,3,4,2,99,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,5,0,99,B6,HOTSHOTS SLAM,W533,R52,R MAIA,S BAERTSCHIGER,01:10.2,70160,GHGYGS STABLE,5Y,99,4,99,99,99,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,6,0,99,B12,LINCOLN COUNTY,W496,R57,R WOODWORTH,KY YOUNG,01:10.2,70210,LEE WAN HOW,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,7,0,99,B8,SUN DREAM,W509,R61,JP VAN DER MERWE,D KOH,01:10.3,70300,UNKNOWN,1Y,99,99,99,99,99,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,8,0,99,B10,COPACABANA,W520,R53,A COLLETT,C BROWN,01:10.8,70760,TAN LEE PING,1Y,99,99,99,99,4,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,9,0,99,B7,HIGH LIMIT,W511,R49,I SAIFUDIN,J TAN,01:11.1,71050,TAN KIAN HUAT,7Y,99,99,99,99,99,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,10,0,99,B5,BILLY MOJO,W493,R54,APP N ZYRUL,J ONG,01:11.2,71160,AD STABLE,1Y,99,99,99,99,3,99,99
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,11,0,99,B11,BROADWAY SUCCESS,W518,R54,R MUNGER,M WALKER,01:11.5,71480,TE AKAU RACING STABLE,6Y,3,99,1,99,2,99,4
2/1/2020 0:00,10,CLASS 4,TURF TRACK,1200M,12,0,99,B2,SUPER GREAT,W469,R56,CS CHIN,J LIM,01:12.0,71960,GAN GIM CHUAN,5Y,99,99,99,4,99,99,2
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,1,1,1,B5,FIREWORKS,W534,R48,M LERNER,T FITZSIMMONS,01:22.7,82740,BUFFALO STABLE,6Y,99,99,99,99,99,99,1
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,2,1,2,B12,BILLY ELLIOT,W497,R48,V DURIC,S GRAY,01:22.8,82760,ST GEORGE STABLE,5Y,1,1,1,2,2,99,2
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,3,1,3,B9,ADMIRAL WINSTON,W497,R48,APP PH SEOW,M WALKER,01:23.1,83050,UNKNOWN,1Y,3,99,99,1,99,99,4
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,4,0,4,B10,AMORE AMORE,W504,R47,S NOH,J PETERS,01:23.1,83110,LUCKY UNICORN STABLE,5Y,2,99,99,3,1,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,5,0,99,B6,SEE YAH,W505,R42,K A'ISISUHAIRI,M WALKER,01:23.3,83250,SAI FONG WAH,7Y,99,99,99,99,99,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,6,0,99,B1,ZYGARDE,W520,R46,S SHAFRIZAL,KS TAN,01:23.3,83260,TITANIUM RACING STABLE,5Y,3,2,4,4,4,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,7,0,99,B4,ROCK N ROLL,W495,R44,D BEASLEY,D LOGAN,01:23.3,83270,EDEN PARK & LOGAN RACING STABLE,5Y,99,99,99,99,99,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,8,0,99,B7,LUCKY JINSHA,W567,R42,JP VAN DER MERWE,J O'HARA,01:23.5,83480,LUCKY UNICORN STABLE,4Y,99,99,99,99,99,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,9,0,99,B2,MONDAY,W459,R45,L BEUZELIN,M CLEMENTS,01:23.5,83550,CENTURY STABLE,1Y,99,99,3,99,99,99,3
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,10,0,99,B8,DON DE LA VEGA,W551,R48,APP T KRISNA,T FITZSIMMONS,01:23.5,83550,BARREE STABLE,7Y,99,3,2,99,99,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,11,0,99,B3,DIAMOND MINE,W472,R42,APP WH KOK,S BURRIDGE,01:23.9,83950,BLACK DIAMOND RACING CLUB STABLE,5Y,99,4,99,99,3,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,12,0,99,B14,LUCKY JINCHENG,W497,R42,O CHAVEZ,J O'HARA,01:25.3,85330,LUCKY UNICORN STABLE,5Y,99,99,99,99,99,99,99
5/1/2021 0:00,1,CLASS 5,TURF TRACK,1400M,13,0,99,B13,GREAT HERO,W457,R46,J SEE,J ONG,01:25.4,85410,TTS STABLE,1Y,99,99,99,99,99,99,99
